video_id,channel_id,channel_title,title,description,published_at,duration,view_count,like_count,fave_count,comment_count
2o3ZH-vZYsc,UCaG5ALmriPexIXyv7utWKTQ,Raya Dzhain,"Vote Calon Hakim Agung MA, Alimin Pemvonis Mati Ferdy Sambo Raih Suara Nol  ⁉️ #shorts #viralvideo",,2025-09-16T14:32:33Z,PT5S,41938,32,0,3
6Tgx9vQ318M,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,BREAKING NEWS - Ferdy Sambo Mengaku Bohongi Kapolri soal Pembunuhan Brigadir J,"MetroTV, Ferdy Sambo mengaku telah membohongi Kapolri Jenderal Listyo Sigit Prabowo soal pembunuhan Brigadir J. Ia mengaku bersalah telah melakukan hal tersebut. 

""Saat saudara melaporkan memang niat skenario awal itulah yang saudara jelaskan?,"" tanya Hakim Ketua Wahyu Iman Santoso di PN Jakarta Selatan, Selasa (10/1/2/23).

""Demikian Yang Mulia,"" jawab Sambo.

""Artinya, dari awal memang niat melaporkan kepada pimpinan (Kapolri) adalah niat untuk berbohong?,"" tanya Hakim Ketua.

""Itulah salah saya Yang Mulia,"" pungkas Sambo.

Ferdy Sambo mengaku setelah jenazah Brigadir J dibawa ke rumah sakit, ia berangkat ke Mabes Polri untuk melapor kejadian penembakan ke Kapolri. Hal itu Sambo lakukan karena peristiwa terjadi di salah satu pejabat utama Polri.

#Metrotv #topreviewmetrotv #ferdysambo #brigadirj #listyosigitprabowo",2023-01-10T10:37:51Z,PT1M28S,10290,45,0,14
50qiKEDlsLY,UCzb-RRvunxwV9aN3afxB_Nw,NOSUKEE,Jadi Selama Ini Ferdy Sambo Disembunyikan??? #beritaterkini #viralterkini #beritahariini,,2025-09-18T08:45:27Z,PT6S,34785,91,0,16
7Vm0HpNykrI,UCOHXNeu3izvVQV-Rs2WBirQ,KONOHAY TV,Nitizen murka gara-gara istri ferdy sambo dapat revisi 9 bulan #putricandrawathi #beritaterkini,,2025-10-02T13:00:11Z,PT5S,60984,54,0,15
is30wIP7NM8,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Permohonan Banding Ferdy Sambo Diterima Kapolri, Bakal Disidang Pekan Depan","BACA SELENGKAPNYA https://video.tribunnews.com/view/451864/permohonan-banding-ferdy-sambo-diterima-kapolri-bakal-disidang-pekan-depan

Laporan Wartawan Tribunnews.com, Igman Ibrahim

TRIBUN-VIDEO.COM - Komisi sidang etik dan profesi Polri bakal menggelar sidang permohonan banding Irjen Ferdy Sambo pada pekan depan. Permohonan itu lantaran eks Kadiv Propam Polri itu menolak dipecat dari institusi Polri.

Sebelumnya Irjen Ferdy Sambo dipecat karena menjadi tersangka dalam kasus pembunuhan berencana terhadap Brigadir Yosua Hutabarat alias Brigadir J.

Dia menjadi dalang di balik pembunuhan ajudannya tersebut.

Kadiv Humas Polri Irjen Dedi Prasetyo menyatakan bahwa Ferdy Sambo direncanakan bakal segera disidang banding pada pekan depan.

Permohonan sidang banding itu pun telah diterima Kapolri Jenderal Listyo Sigit Prabowo.


VP: Ghozi Luthfi

#brigadirj #penembakanpolisi #irjenferdysambo #ferdysambo  #beritapopuler #beritaterkini #beritaterbaru #beritahariini #polisi #penembakan #metrojaya #penembakanbrigadirj 
#kasusbrigadirj #bharadae #komnasham #kamaruddinsimanjuntak #ajudan  #polisitembakpolisi #kombesbudi #kasusdurentiga #budiherdi
#tersangka #kerajaansambo #sambopolri #sambodipecat #sidangkodeetik #putricandrawathi #ptdh #rekonstruksi #rekonstruksibrigadirj #kuatmaruf #bripkarr #bripkaricky #shorts #short",2022-09-15T09:59:55Z,PT52S,10121,136,0,49
ivubRR3kmZs,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews ,Ajudan Irjen Ferdy Sambo Diperiksa | Kabar Petang tvOne,"Jakarta, https://www.tvOnenews.com - Ajudan Irjen Ferdy Sambo Diperiksa | Kabar Petang tvOne
Komnas HAM telah memeriksa para ajudan mantan Kadiv Propam Polri Irjen Ferdy Sambo pada Selasa (26/7/2022).
Pemeriksaan ini juga dilakukan kepada terduga penembak Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J.

Saksikan live streaming tvOne hanya di https://www.tvonenews.com/live",2022-07-27T12:44:08Z,PT1M27S,9908,94,0,32
voVPA8zoMxg,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Mengenal Proses Rekonstruksi Seperti yang Dijalani Ferdy Sambo Cs,"Tim khusus (Timsus) Polri menggelar proses rekonstruksi dalam kasus dugaan pembunuhan berencana Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J pada Selasa (30/8/2022).

Dalam rekonstruksi itu penyidik Timsus menghadirkan lima tersangka, yakni Irjen Ferdy Sambo, Putri Candrawathi (istri Ferdy Sambo), Bharada Richard Eliezer (berperan menembak Brigadir J), Bripka Ricky Rizal (ajudan Ferdy Sambo)dan Kuat Ma'ruf (asisten rumah tangga Ferdy Sambo). Dedi mengatakan, para tersangka juga didampingi pengacaranya saat menjalani rekonstruksi.

Lantas seperti apa proses rekonstruksi dan persiapan penyidik dalam melakukan gelar tersebut?

Simak selengkapnya dalam video berikut.

Video Jurnalis: Pramulya Sadewa, Syalutan Ilham
Penulis: Rahel Narda Chaterine
Penulis Naskah: Rizkia Shindy
Narator: Putri Aulia
Video Editor: Dina Rahmawati
Produser: Adesari Aviningtyas
Music: Under the gun, spooky SZN

#BrigadirJ #FerdySambo #Rekonstruksi #OhBegitu #JernihkanHarapan",2022-08-30T11:23:50Z,PT4M58S,9827,78,0,24
Kng75qdY6_Y,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,Yasonna Laoly Bantah Ferdy Sambo Tidak Menempati Rutan Salemba | Soundbites of The Week,"Soundbites of the Week minggu ini membahas tentang statement-statement dari para newsmaker. Dimulai dari kasus Ferdy Sambo yang kembali hangat setelah pernyataan Advokat Alvin Lim yang menyatakan Ferdy Sambo tidak pernah tidur di sel melainkan di ruangan ber-AC selama menjalani pidana seumur hidupnya di Lapas Kelas IIA Salemba dibantah oleh Menkumham Yasonna Laoly. Selanjutnya KPU RI menyatakan dalam Debat Capres-Cawapres selanjutnya para Paslon diminta untuk menjelaskan jika menggunakan istilah dan singkatan yang tidak umum digunakan oleh masyarakat awam. Terakhir ada Pasangan Capres nomor urut 3 Ganjar Pranowo dan Cawapres nomor urut 1 Muhaimin Iskandar yang memberikan respons terhadap video 'candid' Presiden Joko Widodo makan malam dengan Menteri Pertahanan sekaligus Capres nomor urut 2 Prabowo Subianto. Anchor CNN Indonesia Syaza Wisastro mengulasnya dalam CNN Indonesia Prime News.

Website: www.cnnindonesia.com
Facebook: https://m.facebook.com/CNNIndonesia/
Instagram: https://instagram.com/cnnindonesiatv
Twitter: https://twitter.com/cnniddaily
TikTok: https://www.tiktok.com/@cnnindonesia
Spotify: CNN Indonesia",2024-01-06T16:00:25Z,PT4M47S,12137,68,0,51
djnivxKQl9g,UC7MSpQJAOQCvNbu9IxJAQug,60s Zone,"Hakim Yang Vonis Ferdy Sambo dicecar Dpr, Gimana Tanggapan Kalian❓ #shorts #youtubeshorts  #fyp",#FerdySambo #Hakim #DPR #BeritaViral #BreakingNews #KasusSambo #ViralIndonesia #ShortsIndonesia #UpdateHariIni #Pengadilan #BeritaTerkini #HotNews #BeritaHariIni #FYP #Viral,2025-09-15T08:00:47Z,PT1M3S,22552,273,0,221
Eq4XMWsHV_4,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,"Akhirnya, Ferdy Sambo Sampaikan Maaf ke Orang Tua Brigadir J","Tersangka kasus pembunuhan Brigadir J, Ferdy Sambo mengatakan siap menjalani proses hukum yang saat ini sudah masuk dalam penyerahan berkas perkara ke Kejaksaan Agung. Ferdy Sambo juga menyebut istrinya, Putri Candrawathi, tak bersalah atas kasus pembunuhan tersebut. 


Sebaliknya, Mantan Kadiv Propam Polri tersebut menyebut Putri Candrawathi adalah korban dari peristiwa pembunuhan Brigadir J. Dalam kesempatan itu, Ferdy Sambo juga mengaku menyesal atas perbuatannya.


Simak selengkapnya dalam video berikut.


Video Jurnalis: Talitha Yumna, Singgih Wiryono, Pramulya Sadewa, 
Penulis: Singgih Wiryono
Penulis Naskah: Arini Kusuma Jati
Video Editor: Armitha Sathi Devi
Produser: Firzha Ananda Putri
Music by Reloaded - Savfk





#SidangFerdySambo #HukumanFerdySambo #JernihkanHarapan",2022-10-05T08:54:33Z,PT1M15S,11762,55,0,33
0UNXnjEhGCA,UCVjMTVNEv9GxE4PHxRyqJww,KompasTV Pontianak,Ferdy Sambo Divonis Hukuman Mati #shorts,Ferdy Sambo Divonis Hukuman Mati #shorts,2023-02-15T04:14:43Z,PT24S,16517,205,0,17
rr1bJJ_EZjA,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,Tok! Irjen Ferdy Sambo Dipecat Tidak dengan Hormat dari Polri,"VIVA - Tim Komisi Kode Etik Polri (KKEP) memutuskan sanksi terberat kepada mantan Kadiv Propam Polri Irjen Pol Ferdy Sambo. Ia diberhentikan tidak dengan hormat dari anggota kepolisian. (ST-MA-MI) #ferdysambo #VIVAnewsdaily

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-08-26T05:59:47Z,PT2M38S,11634,72,0,25
8uKOJBGtvRI,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,Irjen Ferdy Sambo Terancam Hukuman Mati,"Mantan Kadiv Propam Polri Irjen Ferdy Sambo, dijerat pasal pembunuhan berencana terhadap Brigadir Yosua. Peran Ferdy Sambo adalah menyuruh penembakan dan merancang skenario seolah-olah terjadi tembak menembak. Atas perbuatannya Ferdy Sambo terancam hukuman penjara 20 tahun hingga hukuman mati. 
  
""Berdasarkan hasil pemeriksaan keempat tersangka, menurut perannya masing-masing, penyidik menerapkan Pasal 340 subsider Pasal 338 Juncto pada pasal 55 dan pasal 56 KUHP. Dengan ancaman maksimal hukuman mati, penjara seumur hidup atau penjara selama-lamanya 20 tahun."" Kata Kabareskrim Polri, Komjen Agus Andrianto.
------------------

Ikuti juga media sosial METRO TV lainya agar dimanapun tetap terinfomasi dengan baik dan lengkap karena berita paling aktual kami sungguhkan  dan perkembangan terkini kami sampaikan.
METRO TV Official https://www.metrotvnews.com
METRO TV Official Instagram: https://www.instagram.com/metrotv
METRO TV Official Tiktok: https://www.tiktok.com/@metro_tv
METRO TV Facebook Fanpage: https://www.facebook.com/metrotv
METRO TV Official Twitter: https://twitter.com/metro_TV

#Metrotv #Beritaterkini #Beritaupdate",2022-08-10T05:47:21Z,PT2M6S,11618,154,0,71
hEjpeJThFrc,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Inilah Nota Pembelaan Ferdy Sambo dan Putri Candrawathi di Persidangan,"JAKARTA, KOMPAS.TV - Terdakwa kasus pembunuhan Brigadir Yosua Hutabarat yakni Ferdy Sambo dan juga Putri Candrawathi telah membacakan nota pembelaanya di muka persidangan.

Mantan Kadiv Propam Polri, Ferdy Sambo membacakan nota pembelaanya yang berjudul ""Setitik Harapan Ditengah Sesaknya Pengadilan"" dan dibacakan selama 34 menit.

Tidak hanya menyinggung soal penghakiman dan tekanan dari berbagai pihak, Sambo juga menyerang kesaksian Eliezer pada saat bacakan nota pembelaan.

Tak hanya Sambo, istrinya pun Putri Candrawathi telah membacakan nota pembelaan di muka persidangan.

Ia menulis tangan surat pembelaan tersebut yang ditulis secara langsung di balik penjara kejaksaan, Putri meminta maaf kepada semua pihak yang telah dirugikan oleh dirinya.

Sambil menangis Putri meminta maaf pada suaminya Ferdy Sambo, dan Putri mengaku merasa trauma dan malu atas kejadian ini.

Baca Juga Gabung dengan Dewa United, Egy Maulana Vikri Rasakan Liga Indonesia setelah Empat Tahun di Eropa di https://www.kompas.tv/article/373219/gabung-dengan-dewa-united-egy-maulana-vikri-rasakan-liga-indonesia-setelah-empat-tahun-di-eropa

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/373231/inilah-nota-pembelaan-ferdy-sambo-dan-putri-candrawathi-di-persidangan",2023-01-30T10:43:40Z,PT12M26S,11587,79,0,39
GTErp1QKKT0,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Jaksa: Ferdy Sambo Ikut Tembak Yosua,"Dalam pembacaan tuntutan terdkawa Kuat Ma'ruf dan Ricky Rizal, jaksa penuntut umum menyebut jika Ferdy Sambo ikut menembak Yosua. Bagaimana menurutmu?


Kreatif & Producer: Yuna Fikry
Video Editor: Dimas Septian
Head Producer: Roderick Adrian",2023-01-16T10:16:46Z,PT56S,11547,157,0,5
PoAXumhm_eI,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Ferdy Sambo Tak Pakai Baju Tahanan saat Sidang Etik, Terungkap Alasannya Tetap Pakai Baju Dinas","TRIBUN-VIDEO.COM - Penampilan Irjen Ferdy Sambo saat menjalani sidang Komisi Kode Etik Polri (KKEP) di Gedung TNCC Mabes Polri menjadi sorotan.


Ferdy Sambo tampak santai mengenakan pakaian dinas harian (PDH) saat menghadiri KKEP pada Kamis (25/8/2022).


Publik justru bertanya-tanya soal pakaian dinas yang masih dikenakan Ferdy Sambo. 


Aturan terkait pakaian yang dikenakan saat sidang kode etik tertuang dalam Peraturan Kepolisian Negara Republik Indonesia.


Pada Nomor 7 Tahun 2022 tentang Kode Etik Profesi dan Komisi Kode Etik Kepolisian Negara Republik Indonesia (KEPP).


Mengutip dari presisi.divkum.polri.go.id, aturan tersebut tertulis pada Pasal 56 yang berbunyi:


Pakaian sidang untuk Sidang KKEP menggunakan:


a. Pakaian Dinas Upacara IV untuk perangkat KKEP, Penuntut, dan Pendamping;


b. Pakaian Dinas Harian untuk Sekretaris, Terduga Pelanggar, Saksi, Rohaniawan, Pembantu Umum, dan ahli dari pegawai negeri pada Polri;


c. Pakaian bebas rapi untuk Saksi dan ahli bagi yang bukan pegawai negeri pada Polri, dan


d. Pakaian Dinas Lapangan untuk Petugas Pengamanan dan pengawalan.


Hal itu yang mendasari Ferdy Sambo tak mengenakan baju tahanan.


Dejelaskan dalam perkap Nomor 7/2022 Kode Etik Profesi Polri (KEPP) adalah norma dan aturan moral.


Baik tertulis maupun tak tertulis yang menjadi pedoman sikap, perilaku dan perbuatan pejabat Polri.


Hal itu dalam melaksanakan tugas, wewenang, tanggung jawab serta kehidupan sehari-hari.


(Tribun-Video.com/ Tribunnews.com)




Artikel ini telah tayang di Tribun-Medan.com dengan judul Pantas Ferdy Sambo Tak Pakai Baju Tahanan saat Disidang Kode Etik, Ternyata Ini Alasannya, 


https://medan.tribunnews.com/2022/08/26/pantas-ferdy-sambo-tak-pakai-baju-tahanan-saat-disidang-kode-etik-ternyata-ini-alasannya.




Host: Yustina Kartika
VP: Januar Imani",2022-08-26T07:06:15Z,PT3M15S,11338,69,0,38
jdn3j-S3NKY,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Rekam Febri Diansyah yang Sempat Jadi Rival Ronny di Kasus Ferdy Sambo, Kini Bersatu Bela Hasto","Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-VIDEO.COM - Eks Juru Bicara KPK, Febri Diansyah kini resmi bergabung dengan tim hukum Sekjen PDIP Hasto Kristiyanto.

Febri yang sebelumnya merupakan rival Ronny dalam kasus Ferdy Sambo kini menjadi satu tim dalam mengawal kasus Hasto.

Dikutip dari Tribunnews.com, menanggapi hal ini, Febri menegaskan dirinya dan Ronny merupakan satu profesi sebagai advokat.

Dirinya menyebutkan sebagai tim akan bekerja secara profesional dalam menangani suatu kasus hukum.

Febri menegaskan, profesi advokat tidak bisa dibandingkan dengan sosok klien.

Perlu diketahui sebelumnya Febri menjadi kuasa hukum pihak Eks Kabid Propam Polri Ferdy Sambo.

Sementara Ronny merupakan kuasa hukum dari Bharada E atau Richard Eliezer yang merupakan justice collaborator dalam kasus pembunuhan berencana Brigadir J.

(TribunVideo.com/Tribunnews.com).

Artikel ini telah tayang di Tribunnews.com dengan judul Febri Diansyah Sempat Jadi Rival Ronny Talapessy di Kasus Ferdy Sambo, Kini Bersatu Bela Hasto, https://www.tribunnews.com/nasional/2025/03/13/febri-diansyah-sempat-jadi-rival-ronny-talapessy-di-kasus-ferdy-sambo-kini-bersatu-bela-hasto.

Program : Tribunnews Update
Host  : Alinda Panca
Editor Video : Fegi Sahita
Uploader  : Tri Hantoro

#febridiansyah #kasusferdysambo #ferdysambo #hastokristiyanto #pdip",2025-03-13T10:12:55Z,PT48S,11157,93,0,9
S0limasSJyQ,UCKII0Ml9S5wneKbHswmUrIQ,CNN Indonesia,LIVE: Ferdy Sambo Jadi Saksi di Sidang Perintangan Upaya Hukum,"LIVE: Ferdy Sambo Jadi Saksi di Sidang Perintangan Upaya Hukum

Website: www.cnnindonesia.com
Facebook: https://m.facebook.com/CNNIndonesia/
Instagram: https://instagram.com/cnnindonesiatv
Twitter: https://twitter.com/cnniddaily
TikTok: https://www.tiktok.com/@cnnindonesia
Spotify: CNN Indonesia",2022-12-08T04:56:00Z,PT2H16M25S,11067,44,0,0
G3kp2j1BpEQ,UCD4mYEJsyoMWsZsXApoJnzw,TribunJakarta Official,"Terkuak Kondisi Terkini Anak Ferdy Sambo, Mulai Bicara Biaya Kebutuhan Rumah: Sampah hingga Wifi","TRIBUN-VIDEO.COM - Trisha Eungelica (21) kini harus menjadi sosok pengganti ayah sekaligus ibu di rumah. Orang tuanya, Ferdy Sambo dan Putri Candrawathi kini masih mendekam di tahanan mempertanggungjawabkan perbuatannya atas kematian Yosua Hutabarat atau Brigadir J.

Kehidupan Trisha pun berubah total. Dari memiliki banyak waktu luang hingga selalu terpikir boyband idolanya, BTS, hingga kini harus memikirkan seluruh kebutuhan rumah.

Terlebih sebagai anak sulung, Trisha juga harus memikirkan adik-adiknya.

Perubahan pola hidupnya itu dicurahkan Trisha di media sosial TikTok.

""From: ""Tutor kapan ya? Udah bayar semesteran belum ya?

Liburan tanggal berapa sih? BTS Update apa ya hari Ini?"" tulis Trisha.

Kini semuanya berubah, Trisha sebagai anak tertua harus mengurus keperluan rumah dan kebutuhan tiga adiknya.

Tak cuma itu, Trisha juga memikirkan kebutuhan Ferdy Sambo dan Putri Candrawathi di tahanan.

""Om tolong ini makanannya kirim ke Mama Papa ya, air minum Mama Papa udah dibeliin ya?

Ini gajinya ya Om, Bi iuran sampah bulan ini udah belum ya?

Astaga lupa bayar WiFi,"" tulis Trisha.

Karena harus mengurus orangtua, rumah, dan adik-adiknya, Trisha bercerita kerap kali tak bisa berkumpul dengan teman-teman.

""Gue pulang duluan ya

Kasian sama Mas Arka cuma sama bibi doang

Duh sorry gue banget gue enggak ikut ya

Mas Arka lagi demam,"" tulis Trisha.

Di saat Trisha mengeluh karena harus mengurusi gaji ART hingga membayar WiFi, bagaimana dengan nasib orangtua Brigadi J?

Penelusuran TribunJakarta, Brigadir J berasal dari keluarga yang sederhana.

Ayah Brigadir J Samuel Hutabarat merupakan seorang petani sawit.

Sementara Ibunda Brigadir J, Rosti Simanjuntak tercatat sebagai guru di SD 74 Suka Makmur, Sungai Bahar di Unit I.

Rosti Simanjuntak hanya berpenghasilan pas-pasan dengan gaji Rp 600 ribu per tiga bulan.

Meskipun begitu, mereka berhasil menyekolahkan keempat anaknya, termasuk Brigadir J.

Brigadir J berhasil menjadi polisi murni karena kemampuannya.

""Anak saya almarhum itu lulus murni tanpa uang,"" kata Samuel.

Namun siapa sangka, Brigadir J yang merupakan harapan orangtuanya, harus meninggal di tangan Ferdy Sambo.

Kematian Brigadir J, meninggalkan luka yang sangat dalam di hati keluarganya, terutama sang ibunda.

Hampir setiap hari Rosti Simanjuntak menangis, karena tak lagi bisa memeluk Brigadir J.

Di saat Ferdy Sambo mendapatkan vonis hukuman mati, Rosti Simanjuntak menangis bahagia.

""Terima kasih, Tuhan, kau hadir di sini,"" ujar Rosti dengan cucuran air mata di ruang sidang utama Pengadilan Negeri Jakarta Selatan, Senin (13/2/2023).

Kini Rosti Simanjuntak dan Samuel Hutabarat mulai kembali menjalani kehidupannya.

""Saya merasakan ada sesuatu yang kurang lengkap di tengah keluarga kami,"" ucap Samuel Hutabarat.

""Merasa ada yang hilang tanpa Yoshua,""

""Merasa ada yang tidak lengkap, ternyata karena meninggalnya Yoshua,"" imbuhnya.

https://jakarta.tribunnews.com/2023/05/21/terungkap-kondisi-terkini-anak-ferdy-sambo-mulai-bicara-biaya-kebutuhan-rumah-sampah-hingga-wifi?page=all",2023-05-21T03:30:59Z,PT55S,11490,91,0,5
2o3ZH-vZYsc,UCaG5ALmriPexIXyv7utWKTQ,Raya Dzhain,"Vote Calon Hakim Agung MA, Alimin Pemvonis Mati Ferdy Sambo Raih Suara Nol  ⁉️ #shorts #viralvideo",,2025-09-16T14:32:33Z,PT5S,41938,32,0,3
6Tgx9vQ318M,UCzl0OrB3-ehunyotIQvK77A,METRO TV ,BREAKING NEWS - Ferdy Sambo Mengaku Bohongi Kapolri soal Pembunuhan Brigadir J,"MetroTV, Ferdy Sambo mengaku telah membohongi Kapolri Jenderal Listyo Sigit Prabowo soal pembunuhan Brigadir J. Ia mengaku bersalah telah melakukan hal tersebut. 

""Saat saudara melaporkan memang niat skenario awal itulah yang saudara jelaskan?,"" tanya Hakim Ketua Wahyu Iman Santoso di PN Jakarta Selatan, Selasa (10/1/2/23).

""Demikian Yang Mulia,"" jawab Sambo.

""Artinya, dari awal memang niat melaporkan kepada pimpinan (Kapolri) adalah niat untuk berbohong?,"" tanya Hakim Ketua.

""Itulah salah saya Yang Mulia,"" pungkas Sambo.

Ferdy Sambo mengaku setelah jenazah Brigadir J dibawa ke rumah sakit, ia berangkat ke Mabes Polri untuk melapor kejadian penembakan ke Kapolri. Hal itu Sambo lakukan karena peristiwa terjadi di salah satu pejabat utama Polri.

#Metrotv #topreviewmetrotv #ferdysambo #brigadirj #listyosigitprabowo",2023-01-10T10:37:51Z,PT1M28S,10290,45,0,14
50qiKEDlsLY,UCzb-RRvunxwV9aN3afxB_Nw,NOSUKEE,Jadi Selama Ini Ferdy Sambo Disembunyikan??? #beritaterkini #viralterkini #beritahariini,,2025-09-18T08:45:27Z,PT6S,34785,91,0,16
7Vm0HpNykrI,UCOHXNeu3izvVQV-Rs2WBirQ,KONOHAY TV,Nitizen murka gara-gara istri ferdy sambo dapat revisi 9 bulan #putricandrawathi #beritaterkini,,2025-10-02T13:00:11Z,PT5S,60984,54,0,15
is30wIP7NM8,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Permohonan Banding Ferdy Sambo Diterima Kapolri, Bakal Disidang Pekan Depan","BACA SELENGKAPNYA https://video.tribunnews.com/view/451864/permohonan-banding-ferdy-sambo-diterima-kapolri-bakal-disidang-pekan-depan

Laporan Wartawan Tribunnews.com, Igman Ibrahim

TRIBUN-VIDEO.COM - Komisi sidang etik dan profesi Polri bakal menggelar sidang permohonan banding Irjen Ferdy Sambo pada pekan depan. Permohonan itu lantaran eks Kadiv Propam Polri itu menolak dipecat dari institusi Polri.

Sebelumnya Irjen Ferdy Sambo dipecat karena menjadi tersangka dalam kasus pembunuhan berencana terhadap Brigadir Yosua Hutabarat alias Brigadir J.

Dia menjadi dalang di balik pembunuhan ajudannya tersebut.

Kadiv Humas Polri Irjen Dedi Prasetyo menyatakan bahwa Ferdy Sambo direncanakan bakal segera disidang banding pada pekan depan.

Permohonan sidang banding itu pun telah diterima Kapolri Jenderal Listyo Sigit Prabowo.


VP: Ghozi Luthfi

#brigadirj #penembakanpolisi #irjenferdysambo #ferdysambo  #beritapopuler #beritaterkini #beritaterbaru #beritahariini #polisi #penembakan #metrojaya #penembakanbrigadirj 
#kasusbrigadirj #bharadae #komnasham #kamaruddinsimanjuntak #ajudan  #polisitembakpolisi #kombesbudi #kasusdurentiga #budiherdi
#tersangka #kerajaansambo #sambopolri #sambodipecat #sidangkodeetik #putricandrawathi #ptdh #rekonstruksi #rekonstruksibrigadirj #kuatmaruf #bripkarr #bripkaricky #shorts #short",2022-09-15T09:59:55Z,PT52S,10121,136,0,49
ivubRR3kmZs,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews ,Ajudan Irjen Ferdy Sambo Diperiksa | Kabar Petang tvOne,"Jakarta, https://www.tvOnenews.com - Ajudan Irjen Ferdy Sambo Diperiksa | Kabar Petang tvOne
Komnas HAM telah memeriksa para ajudan mantan Kadiv Propam Polri Irjen Ferdy Sambo pada Selasa (26/7/2022).
Pemeriksaan ini juga dilakukan kepada terduga penembak Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J.

Saksikan live streaming tvOne hanya di https://www.tvonenews.com/live",2022-07-27T12:44:08Z,PT1M27S,9908,94,0,32
voVPA8zoMxg,UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,Mengenal Proses Rekonstruksi Seperti yang Dijalani Ferdy Sambo Cs,"Tim khusus (Timsus) Polri menggelar proses rekonstruksi dalam kasus dugaan pembunuhan berencana Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J pada Selasa (30/8/2022).

Dalam rekonstruksi itu penyidik Timsus menghadirkan lima tersangka, yakni Irjen Ferdy Sambo, Putri Candrawathi (istri Ferdy Sambo), Bharada Richard Eliezer (berperan menembak Brigadir J), Bripka Ricky Rizal (ajudan Ferdy Sambo)dan Kuat Ma'ruf (asisten rumah tangga Ferdy Sambo). Dedi mengatakan, para tersangka juga didampingi pengacaranya saat menjalani rekonstruksi.

Lantas seperti apa proses rekonstruksi dan persiapan penyidik dalam melakukan gelar tersebut?

Simak selengkapnya dalam video berikut.

Video Jurnalis: Pramulya Sadewa, Syalutan Ilham
Penulis: Rahel Narda Chaterine
Penulis Naskah: Rizkia Shindy
Narator: Putri Aulia
Video Editor: Dina Rahmawati
Produser: Adesari Aviningtyas
Music: Under the gun, spooky SZN

#BrigadirJ #FerdySambo #Rekonstruksi #OhBegitu #JernihkanHarapan",2022-08-30T11:23:50Z,PT4M58S,9827,78,0,24
oO6scq49U70,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews ,"Sejumlah Perwira Polisi Terlibat Kasus Ferdy Sambo, Dapat Promosi Jabatan, Kenapa? | OneNews Update","OneNews Update, https://www.tvOnenews.com - Sejumlah Perwira Polisi Terlibat Kasus Ferdy Sambo, Dapat Promosi Jabatan, Kenapa? | OneNews Update

Sejumlah perwira Polri yang terlibat dalam kasus Ferdy Sambo kini menjabat posisi setelah menjalani hukuman atau demosi. Salah satunya Budhi Herdhi Susianto yang pernah menjabat sebagai Kapolres Jakarta Selatan. (RLN02) (NAS01) (Source: ANTARA)

RENU01
YD02

Saksikan live streaming tvOne hanya di https://www.tvonenews.com/live
Dan jangan lupa untuk follow akun-Akun Sosial Media tvOnenews untuk mendapatkan beragam informasi terkini dan update dari kami:

Facebook - https://www.facebook.com/tvOnenews
Instagram - https://www.instagram.com/tvOnenews
Twitter - https://twitter.com/tvOnenews
TikTok - https://www.tiktok.com/@tvOnenews
Website - https://tvOnenews.com",2024-12-10T14:23:00Z,PT3M9S,9579,58,0,44
